Name,UserId,Social Account,Gender,Score,Comments count,Followers,Followings,Posts count
nbdieulinh,61b37f3c47f5fe4413881db3,,2,38,0,0,0,7
Moondancer,631c06da9b3473a272a4150a,,1,3,0,1,1,3
AllyJane,6236f8310fac15a9f4e518f7,,2,118,13,16,2,3
MyNameIsBim,614eeb936171fc19b619c55d,https://www.youtube.com/channel/UCxnZCIIg-ZKgsJi8segmuPQ,1,201,0,75,1,3
Dlee_sfl,64dc454c81dad93c392aa716,,2,25,0,1,1,12
trutroet,6412e3a72a0ebb610f46a1bc,,1,9,4,2,0,2
Nguyetquynh,63fa34925c8fac8ebead2e88,,2,126,11,27,1,10
vedanataa,6504255e23c462d26d3bda4f,,0,3,0,1,0,1
MeoToMo,65b3bae667e2b8882b60401d,https://www.tiktok.com/@meotomo,3,15,2,6,1,11
DominicoSavio,60ee5d26c23be37ebf37917c,,1,87,41,5,28,35
ArchStoa,60ebe7143583b555c24e8981,,1,23,0,8,0,11
olivence,60ebe6e83583b555c24e4ad8,,2,11,0,0,0,4
quangninhanh,60ebe6ff3583b555c24e6c70,,1,87,0,10,2,7
bigmorty,62f945720668a9fb68112afc,,0,14,6,0,0,1
kimuyen123,64e1b8ef72e74fcb3ab03df9,,2,56,3,19,1,9
nguoithichviet,64296c37f9d1e4e6cce9e699,,2,5,0,2,0,3
Accclonethui,63bba8606bd87150f395ca65,,1,89,17,12,1,74
kaixadesign,60ebe6c63583b555c24e1b0e,kaixa.co,1,4,1,1,2,1
Tintin0401,626eb32bf77040fbfd57beeb,,2,349,49,74,0,6
mementovivere,6584115213deb5e10fc37156,,3,4,0,2,1,1
SmileyMeo,63541b70749d2b1ab54b2e3c,,2,18,0,1,1,2
BetterMee,6446e4af8905f2fdf163f10e,,2,17,2,6,1,3
CallmeSa,63a2a09f525ef24321b55c63,https://www.facebook.com/savox2209,1,27,11,3,1,8
Phanhoanganh0605,63a400b4525ef24321b55da7,,1,3,0,1,0,1
lekhanh12102005,6444f7d1c60cf5aaa39131c2,,0,34,4,5,3,6
haydenlee,62f118b40668a9fb6811230c,,1,523,0,216,0,9
hvcngao1234,65422937543d9df59c0240da,,0,5,1,0,0,3
baobinh020272,643a7b5e5159e82d7e7767d4,https://www.facebook.com/profile.php?id=100010165187540,2,29,0,2,0,25
EzioSkywalker98,60ebe6393583b555c24d5422,https://www.facebook.com/AerochirStark/,1,3726,453,3802,21,201
Le_Diem_Diem,615fc9d847f5fe441387c278,https://www.facebook.com/lediemdiem.279/,2,142,27,25,0,33
HongVanPhong,610a9d922b274ba68b87e851,https://www.facebook.com/phong.hv,1,10,9,0,0,3
verydarkkk,60ebe6703583b555c24da186,,2,696,0,106,5,20
Enola____,6430efaebec98419a33c6941,,1,8,4,7,0,1
FirstOptionVN,650875f023c462d26d3bdd86,,1,68,0,17,0,109
sekai194,63914d57f49ab572676644c8,,1,7,2,1,0,1
khuyettinh,62fb31c10668a9fb68112cd4,,1,3,0,0,0,1
cuminh1605,65e429e3da477fce1eba79b4,,0,7,0,0,0,3
Chung6btn,6551984b543d9df59c024af6,,1,4,0,0,0,1
Jennie_le,6522db0b4e1c1b0675229ed7,,2,11,1,0,0,2
howaboutginny,6426846af9d1e4e6cce9e340,,2,6,1,2,0,1
Quang56,63a27bbe525ef24321b55c2f,,0,24,4,23,0,7
northdious,60ebe62d3583b555c24d440e,,0,202,0,0,0,18
jademai04,63a09e35fe2dd120e8457f8d,,1,14,6,2,4,3
nymphlvot1914211101,60ebe6ee3583b555c24e5385,,1,186,59,19,6,29
thanhphu2211,64ca12a55144604269f4640f,,1,0,0,0,0,1
thegioibinhthuong,630845fa0668a9fb68113ab0,https://www.instagram.com/thegioibinhthuong/,2,215,0,0,0,32
hieunm711,60ebe65f3583b555c24d89f3,,1,716,0,109,0,57
Bitterann,60ebe6f33583b555c24e5bb1,,2,30,26,0,2,5
chloechau94,64424342c60cf5aaa3912f4a,,2,216,8,98,2,8
samurice,60ebe6273583b555c24d3b2e,https://www.facebook.com/datnguyen.dec3,1,6477,2186,12209,112,263
trngtrwng,6539d388e1565cb90a80f772,,1,6,1,0,6,2
Tuanluck23,60f1c49d4aab1696372ad857,,1,30,0,0,37,9
hoaxuyenchi,64eb7ee172e74fcb3ab0469e,,1,20,4,2,2,5
garenpc2003,64d055075144604269f468da,,1,5,0,0,0,1
naunong,6476a4e82355c5caa757dce7,,1,12,2,0,0,3
Thichquangtuvm_123,6357d8a11a44df6c9e30d021,,1,36,5,11,3,26
baotrungtran0,6595389613deb5e10fc37cf8,2024trung,1,9,3,2,0,5
thedoublelifeof_Kiki123,631081d78725e81bc016f3c5,,2,1,0,0,3,1
nguyenpc47,63da11c5ac6ce8aebd3d8375,,1,13,6,0,0,10
ROSV75,657bd06c13deb5e10fc36bfe,,0,8,4,0,1,1
Mich18,61c5e60247f5fe4413883476,,1,11,8,2,0,4
sgreader2241996,62c19d41e4b8dd7425e493c2,,1,12,0,0,1,9
chau256,62cef0edd2e114bfa045ff8f,,1,4,1,0,3,1
astaonthemic,6558abc7b74dc1430920d450,https://www.instagram.com/thanhtiuuu/,1,7,3,1,1,3
Hanayiyana,60ebe68e3583b555c24dcc60,,2,12,0,0,0,1
thanhdat15823101,62bb11c73681267070573ab1,,0,3,0,0,2,1
sn9800,64a588da090ad4ab6d53db7c,sonnguyen9800.com,1,25,7,3,1,9
thehavenblog,634e52c5c09e46f8dbbc382e,https://www.youtube.com/channel/UCaQZ1dQH6ukbQRYlLxzKKtg,3,348,21,134,1,18
Taxufa,62597f527ed7490dd99022b9,,1,41,22,5,5,12
congvinh1,6541bd005bd5b7cd03789731,,0,36,3,4,0,1
khoaanguyen,6573399db74dc1430920e551,,0,2,1,2,0,1
Orizardbl,6508074b23c462d26d3bdcf9,,1,3,0,0,0,2
quynhizickeddy,65af680567e2b8882b603ce9,https://www.facebook.com/xuongbienrakhoinao,2,4,1,0,0,1
maitoan1802,6249e6630fac15a9f4e52cd7,,1,16,7,0,1,1
tunglamphandam,66014d2ada477fce1eba98aa,,0,3,1,0,1,1
vuhanhtam,651145234e1c1b067522919b,https://www.facebook.com/vuhanhtam,2,15,2,0,0,5
Emma24,60ebe6503583b555c24d7456,,2,130,0,0,1,4
Motnguoidep,60ebe6f13583b555c24e57f7,,2,1641,0,838,8,20
ashleytran,645660a505940a6f2659931a,,0,16,5,3,0,1
viettr4n,60ebe68b3583b555c24dc7c8,,1,27,10,7,40,5
Gerard,60ebe6493583b555c24d6ac3,,1,2836,365,2425,1,59
linhtrucduong,60ebe6303583b555c24d47c8,,2,11,0,0,0,1
Icebearrrr,63ed1198ed82d1a72da37e6d,,2,41,34,10,12,1
Subintruong,64d9b4ba5144604269f470b2,https://www.facebook.com/tuongvan.truong.812,2,23,2,5,0,11
phamdinhan,642d84100564add6edf1450c,,1,12,7,0,1,4
JobChen,61067e892b274ba68b87e055,,1,45,14,2,0,91
2worldvietnam,62e74c9e0668a9fb68111886,https://www.facebook.com/secondworldvietnam,1,9,0,7,0,6
thesunsetisbeautiful,61436f35e8b89c7af2ffb638,https://www.threads.net/@lam.dev.dau.lung,1,173,29,0,0,5
nguyenngocxuanquynh2022,63213a6b0c1ff20d46987c64,,2,3,0,0,0,3
dandelamsol,63215fdb7182b212746caec7,,2,41,2,9,4,17
Phunghuymanhquan,65bbbbbf67e2b8882b604531,,1,11,8,2,6,1
thienbaotvb,644896640f3fbb20914508da,https://www.instagram.com/peterntb/,1,4,0,1,0,3
gianghi131,6276497a73c1dc4950015332,,2,23,2,2,22,3
kaitokid14121998,60ebe6a33583b555c24dea47,,1,195,29,40,12,21
dquynh,65715ee0b74dc1430920e412,,0,4,0,1,0,1
nhatminhhp1999,61596a4a6171fc19b619d4d5,,1,50,18,8,0,6
abresolute,60ebe62e3583b555c24d4515,,2,359,0,99,0,27
VinhNguyen3,65d64002da477fce1eba6d60,,1,4,2,1,0,4
truongson,62dfc39d0668a9fb68111097,https://www.instagram.com/trggson/,1,580,111,224,8,39
Ellietran,65a1ff8667e2b8882b6032ff,https://www.facebook.com/profile.php?id=61558460008853,2,7,7,0,10,1
phuonghien,6445f35dc60cf5aaa39132d4,https://www.facebook.com/profile.php?id=100071720928229,2,34,2,3,1,12
AbeilleNguyen,64b4bc7b5144604269f452f0,https://www.facebook.com/AbeilleNguyen,1,22,14,1,13,2
hoangnguyenhaiser_0807,60ebe6a23583b555c24de910,,1,71,10,9,8,22
LeBao10,62d83a398ce53d08f5e02a98,,1,23,3,6,7,7
Vakama2003,63766a6dfe530dc8754284be,,0,5,0,1,0,3
tamtaminlife,646b1e52709d7bf565443b8c,https://www.facebook.com/vutam.bella,2,109,9,15,0,21
tuan_le_nutshell,64edc6b8881b4c0f4306ec1d,https://www.facebook.com/nguyentuan.071001/,1,19,4,2,1,2
hungle2810,62b493853681267070572fe7,,1,30,6,15,3,16
huydh150104,60ebe70f3583b555c24e8310,,1,105,7,12,10,32
quanwq,63c2bb5419bbdf6da0de388d,,1,7,0,0,2,5
TrifanboymarvelDc,60ebe69b3583b555c24ddedc,,1,254,127,73,10,29
traceback,64ea592c72e74fcb3ab045c5,,1,6,1,6,2,1
udyduy,642644daf9d1e4e6cce9e2ce,,0,8,9,0,1,1
xxsalinnxx,6426945cf9d1e4e6cce9e359,,2,39,12,6,0,17
AlexChristin,60ebe6383583b555c24d52c0,https://www.facebook.com/iamalexvu,1,2061,0,4648,0,55
TientotTiente,64bc924b5144604269f45953,,2,9,0,5,0,2
Hoang_Nam,60ebe6da3583b555c24e374e,,1,716,123,91,13,223
NguyenTheCong,629b64b7d098a7729bf8211c,https://www.facebook.com/SACHKINHDIEN,1,28,3,5,0,12
r4vendel,60ebe6c43583b555c24e189a,https://www.facebook.com/r4vendel,1,95,3,37,2,4
ahcalling,60ebe69e3583b555c24de304,,0,385,33,132,3,20
dinhmao,6429d671f9d1e4e6cce9e732,,3,10,0,3,0,9
anhsang3,60ebe6cc3583b555c24e23a7,,2,25,6,3,8,11
ngothien,631e8e232c808edb0e682c12,,2,5,0,0,0,2
manh264,63062b540668a9fb68113876,,1,58,45,24,8,7
iamneyud,64b5070c5144604269f45372,https://www.facebook.com/iamneyudd,2,21,0,4,3,6
ng_qu_chi,62788430361cbb6709ca28cb,https://www.facebook.com/damcauchuyenxam/,2,140,42,17,0,9
nhigrowingup,640a8a0f2a0ebb610f4697de,,2,22,0,2,0,5
deanrazorbak,60ebe63b3583b555c24d5626,,1,4481,619,4898,1,32
sieuanhluu,63a867ca525ef24321b561f8,,2,26,5,6,1,3
11leven,66331cceda477fce1ebacb71,,0,7,3,0,0,1
ilens20s,64453bb7c60cf5aaa391321d,,0,6,1,0,0,5
dogiahuy,62c8db7dd2e114bfa045f643,,1,10,0,1,0,6
bi458bi458,6244445d0fac15a9f4e5264a,,1,26,10,6,1,10
trung2992003,60ebe6f93583b555c24e62fd,https://www.facebook.com/profile.php?id=100024847784927,1,65,62,1,10,5
vuquangdai9x,60ebe6ae3583b555c24dfa27,https://www.facebook.com/Vu.Quang.Dai.9x/,1,3,0,1,1,1
Hoang4attc,60ebe6df3583b555c24e3eb4,,1,112,48,18,8,19
simpleisnmarketing,6405d0f73c6df393ca38ce7d,,1,11,1,3,1,7
hienkasper,60ebe6ec3583b555c24e5194,,3,7,3,1,3,2
Julia_Nguyen,6465f9eb709d7bf5654437fd,https://www.facebook.com/Two-becomes-One-191793207990783,2,8,0,2,0,3
NTTNTPD,60ebe6bb3583b555c24e0b97,www.facebook.com/tran.phuongduy.14/,1,22,3,5,0,7
toanlt2004,64e85ea072e74fcb3ab0447b,,1,2,1,0,0,1
feltoirhaw mia,60ebe6b63583b555c24e04ef,,2,3,1,1,18,3
zecth2017,60ebe6773583b555c24dac24,,1,50,15,20,2,5
phongpham108,60ebe6b23583b555c24dff2b,,1,359,50,36,44,202
Vietanhvi214,611693361c6b0328e6cabe4c,,1,10,0,2,3,3
Huythong0810,60ebe65a3583b555c24d834f,https://www.facebook.com/huythong0810/,1,68,14,9,5,8
HuCaGi99,60ebe6de3583b555c24e3dfe,https://www.facebook.com/hcg.HuCaGi,2,49,11,16,1,17
meohanhtinh,62fb32a50668a9fb68112cd8,,0,29,2,4,1,15
Grass99,62564a950fac15a9f4e5379d,,1,11,0,0,1,2
dustinanh,60ebe6593583b555c24d81cb,,1,70,48,9,15,3
Hanoikid99,60ebe6ac3583b555c24df6b1,https://www.facebook.com/khongphaipagedanhchoxinephile,1,39,8,10,1,5
notabadboiz,64cddcf85144604269f466f6,,1,7,0,1,0,2
Abcd2911,639611e04ce711f0ab2d18e5,,0,7,0,1,0,1
msnjce0603,6399c586dbbe0e6ef77da8bf,,2,15,2,1,0,13
faiwarkute,61e7c2690fac15a9f4e4c7a1,,1,17,10,7,0,4
trambruhh,6333d01042f4358f4a937dac,,2,38,34,0,58,14
rosetran,651bddd94e1c1b06752299d4,https://www.facebook.com/profile.php?id=100056635260045,2,12,3,1,1,7
akwaabatung,651b9bfb4e1c1b0675229977,https://www.facebook.com/AkwaabaTung,1,10,0,10,0,4
lekhanh123,6447ce020f3fbb20914507ed,,1,111,17,12,2,17
skitbreh,630102320668a9fb681132db,,1,3,0,0,0,3
pnha2007,660ce8d5da477fce1ebaa501,,2,4,0,0,0,1
baoviet1993,61c6979147f5fe44138834c6,,1,18,0,3,1,22
chizurukaito,6142c126e8b89c7af2ffb549,,1,50,47,1,0,4
hyhoang,60ebe66a3583b555c24d98f2,,1,12,4,4,0,2
deankyoto,622f7a1a0fac15a9f4e51210,,1,57,3,5,2,12
Evahoo,6138a767e8b89c7af2ffa312,https://www.facebook.com/hobaongoc22/,2,26,9,0,0,6
kimtn16,618b3e3847f5fe441387f257,,2,12,3,1,0,9
theprospectmind,6481f4601997711e17cb1e8e,,1,10,1,3,0,1
Thao_Nguyen_Ngoc,6593b67f13deb5e10fc37ba9,,1,1,0,0,0,2
amypham99,638f5e46f49ab572676642e3,,2,14,0,6,7,1
Lamhao2306,60ebe6df3583b555c24e3eb6,https://www.facebook.com/LamHao.onlyGTOP,2,1593,243,469,0,91
harryphan17,63d1e8842b513c8619a744a3,,1,5,1,1,14,2
dacvuong0902,60ebe6f73583b555c24e6069,,1,192,16,57,0,46
mintrosie1102,60ebe6ca3583b555c24e209c,,2,24,0,0,0,10
nhuhoangy,610921042b274ba68b87e569,https://www.facebook.com/benjamin.possgulak,1,43,11,7,0,13
MattNg,65be436dda477fce1eba5dc7,,1,16,2,0,0,2
Oanh25_,6596b94013deb5e10fc37e36,https://www.facebook.com/profile.php?id=61555344208008,2,7,0,0,0,2
catsanddogs,62986c1dd098a7729bf81ddf,,2,15,0,2,0,4
MinhNgoc28,62e40a310668a9fb6811156e,https://www.facebook.com/Beauty-Bio-truth-100795576070909/about/?ref=page_internal,2,66,27,17,2,11
comingwithmetta,62f0ca0c0668a9fb6811228c,,2,22,8,4,2,2
ntchuong,64d056475144604269f468e0,,1,29,4,9,0,1
neiltran9613,60f81aefb4d801eae083dc60,https://www.tumblr.com/blog/quangthang961,1,8,3,6,6,2
NguyenQuocAnh,63214cf262a7480e4ae32616,,3,16,14,2,0,2
hunghiepnguyen1,60ebe6d73583b555c24e33c4,,1,132,0,0,0,10
dimibook,6655956fda477fce1ebb0974,,0,3,0,0,0,1
Cuong123,662b354dda477fce1ebac2e8,https://www.linkedin.com/in/c%C6%B0%E1%BB%9Dng-nguy%E1%BB%85n-103033251/,1,9,0,1,1,5
HoTuan,61272bdd0758a09bb1b47b43,,1,97,4,6,0,57
Nghia_Nguyen,64d0ac1a5144604269f46937,,1,12,1,7,1,2
Minhkudo1006,64cb8e8b5144604269f46535,,1,16,1,4,0,3
thuhang287,620466000fac15a9f4e4dfce,,2,26,8,2,0,10
orange399,65f7a9f6da477fce1eba8d75,https://www.facebook.com/nguyennhan43,2,40,0,3,0,5
MinhDung,60ebe6cb3583b555c24e2205,https://www.facebook.com/typn.1999/,1,32,1,39,20,12
lekhachan153,6500258a6a95f60c7518307f,https://www.facebook.com/han.lekhac.153/,1,3,1,2,10,1
ThaoVy,63e69345abf0541d95f0a8fa,,0,67,0,9,2,29
Justdoit,64b29c7048fda4f0cbce974a,https://www.instagram.com/n.neyuh/?fbclid=IwAR1uwXwYoa_toHt6_J7T6NoYv_zOzCG0ETUNUENgi7B2JORwGBvmIxUak5Y,2,3,0,0,2,2
eigengrau,65fb0022da477fce1eba91e0,,2,17,0,0,0,4
phanrose,63667d27191de11b0519acb9,,2,1,0,0,0,1
truonghoanguyen,60ebe6a13583b555c24de680,,2,16,0,5,0,6
StevenDuck,61c53ec547f5fe4413883393,,1,59,0,0,0,17
mayy2000,60ebe6703583b555c24da251,,2,488,0,0,0,16
dahoang92,658af86e13deb5e10fc3758b,,0,2,0,0,0,1
Minhthu1803,60ebe6723583b555c24da4d5,,2,169,0,0,0,33
chautuan260597,60ebe6913583b555c24dd096,,1,112,20,46,14,17
quanmactieu,62d784e08ce53d08f5e0292e,,1,16,7,1,0,2
vuongvy1871,64d1e1165144604269f46a13,,1,33,2,9,0,4
chinguyendac,64a4d6f1090ad4ab6d53daaa,,1,31,0,8,0,1
Sarah_vu1807,60fcd855b4d801eae083e3f8,,2,12,7,0,0,3
jeremytruong,60ebe6ae3583b555c24df924,https://www.facebook.com/jeremytruong0204/,1,2,0,0,0,1
ntkhoi007,62726cf9f77040fbfd57cb67,,1,18,7,6,4,4
07114869,65c0f6f6da477fce1eba5f9f,,2,65,6,9,0,2
kingdas,65d96b4fda477fce1eba6feb,,1,8,4,1,0,2
Nguyentu123,62f60f9e0668a9fb68112803,,0,2,0,0,0,1
milyminah,612c71d70758a09bb1b485cd,,2,22,7,2,0,4
430sang,659aaef913deb5e10fc380fd,https://www.facebook.com/430sang,1,9,4,1,0,1
Bigcatcat,63175fd0a0cea7845fbf5852,,1,3,0,0,1,1
havee2501,654e6611543d9df59c02492c,,2,64,24,0,0,4
toanlevan0123,625e27814e51a276315781da,,1,87,0,0,0,8
harryhoang761993,60ebe6ae3583b555c24df95e,,1,827,324,556,2,21
namthankinh,620b9e360fac15a9f4e4e8e7,,1,8,2,0,1,2
duongan,60ebe6323583b555c24d49bd,https://www.facebook.com/Duong.An.21/,2,176,24,56,3,30
tranchitrung,60ebe63d3583b555c24d5997,,1,290,8,157,2,13
badaochua23,620b34970fac15a9f4e4e82d,,1,77,37,9,0,7
cqmdh5,60ebe6b03583b555c24dfbeb,,2,270,0,17,32,28
NguyenDucTung,659a6ce813deb5e10fc380ba,,1,8,0,0,0,1
mayvees17,646adcf3709d7bf565443b3e,,2,24,4,6,0,1
quachthaicong,62e75cc40668a9fb681118ab,,1,1909,0,473,0,53
JohhnyN712,64230974f9d1e4e6cce9dec4,,1,4,0,0,2,1
trannamanh,66383b42da477fce1ebad484,,3,18,8,1,0,3
IceMilne,60ebe6cd3583b555c24e2514,,0,69,15,11,16,22
maianhgl123,62b67f77368126707057328f,,2,789,133,244,1,71
maihoainam,6208bc1d0fac15a9f4e4e4cb,https://www.facebook.com/hoainamwriter,1,32,0,0,0,16
amynguyen123,65b8b23367e2b8882b604334,,3,46,11,15,0,8
anhcumeoanh,60ebe7013583b555c24e6f35,https://instagram.com/anhcumeo.with.you?utm_medium=copy_link,2,52,11,9,12,7
Kimberlie,60ebe6f03583b555c24e56f7,,3,32,3,0,0,4
KH4NHT25,65f2f250da477fce1eba8877,,1,4,3,0,0,1
vohoanghac,63e1cf88ac6ce8aebd3d8ba8,https://www.linkedin.com/in/vo-hoang-hac/,1,3,0,0,0,3
VuNguyen66,62ea1d880668a9fb68111bf8,,3,75,0,34,0,10
Jukanius,63e86477abf0541d95f0aa28,https://www.facebook.com/dqugamevn/,1,9,1,1,1,1
lekhoaimi,6644036eda477fce1ebae929,,0,3,1,1,1,1
Huypvbka,60ebe6de3583b555c24e3df1,,1,71,34,10,12,6
husnter242,64f6df55fd57528dd13bdfbe,,1,13,9,0,9,4
thudohoai219,63609b64a821b259b134f024,,2,2,0,0,1,1
trangdoanthu0906,63dca44aac6ce8aebd3d865e,https://www.facebook.com/profile.php?id=100012768483547,1,64,7,0,0,33
Chinh792,6441faddacea4ec6b0a9cc54,https://www.facebook.com/9h792,1,29,0,2,1,24
mcqueenngo,60ebe6c13583b555c24e142b,,1,94,71,13,7,9
tyniehime,61c4461e47f5fe44138832aa,,2,20,0,1,1,3
martinezqdqt,617616bc47f5fe441387dc62,,1,27,3,4,2,6
nggoc26,60ebe6433583b555c24d61c3,https://www.facebook.com/nguyenphuongthengoc,1,434,0,0,0,30
martincrux,66168386da477fce1ebaae78,,1,6,3,1,0,1
Lattenim,60ebe6db3583b555c24e39d3,,1,33,17,3,13,4
_tokarin,64254560f9d1e4e6cce9e1aa,https://www.facebook.com/greenmaz,1,223,22,81,0,3
Anvulism,63b0483e6bd87150f395c007,https://www.instagram.com/anvulism/,2,48,0,0,0,6
ngocha8909,66061f4cda477fce1eba9de8,https://youtube.com/@mydreaming9?si=2rManrg6HXh4JvAo,2,6,1,0,0,1
dinhcongdat,631df9decbf561d1eb7aba41,,3,122,0,0,0,3
dominhquan,65a7dbbb67e2b8882b60374c,,1,58,27,20,1,3
wynnlevi,60ebe6a33583b555c24dea72,,1,355,0,70,19,18
Kangkang672001,60ebe6ae3583b555c24df8f2,,1,39,39,3,4,6
HungVo,640cab2c2a0ebb610f4699ff,,0,1,0,0,0,1
Thanhliem123,60ebe6753583b555c24da901,https://www.instagram.com/tliem212_/,1,611,0,170,0,71
linhdo1209,61cb548c47f5fe4413883a4f,fb.com/linhdo1209,2,66,6,20,0,8
rnstxlv,60ebe70f3583b555c24e8266,https://www.facebook.com/we81since2019,1,43,0,16,0,15
kimthoa88,642b8f1b57186b9d62d8c0e9,,2,4,0,1,0,2
Vu_Viet_Huy,61166fe81c6b0328e6cabde2,,1,7,1,0,0,2
trphan199,60ebe6423583b555c24d6165,https://www.facebook.com/phan.tai.tinh.tri/,1,39,14,12,5,12
lynhi2002,644b2ddac39dc76fd95b7d78,,0,3,0,0,0,2
tronghuy,63231755113e5d4cba7284b9,,0,3,1,1,0,1
duchabuff,62df8bd10668a9fb6811102d,https://www.facebook.com/haf110/,1,14,1,1,1,7
hhn1234,60ebe6f33583b555c24e5ae3,,1,251,83,38,0,10
phanNMVC,6341257add34ab84707c96d7,,0,9,1,0,3,8
SystemOfADown,6619ee5dda477fce1ebab16e,,1,51,4,16,2,18
uniof_cambridge,64380d3ba38f7772e392750f,,1,9,4,1,4,3
manhdungnguyen,65e1bcf6da477fce1eba77bd,,1,37,9,7,1,4
